overall_volume_rank,combined_popularity_score,pos_code,pos_name,pos_category,sku_family,pos_customer_price_est,pos_price_ex_tax,current_zomato_menu_match,current_zomato_price,current_swiggy_workbook_match,current_swiggy_workbook_price,swiggy_volume_rank,swiggy_best_match,swiggy_best_match_orders,swiggy_best_match_units,swiggy_best_match_aov,swiggy_best_match_price,swiggy_cg_cuisine,swiggy_dish_family,swiggy_primary_cuisine,swiggy_item_category,swiggy_is_combo,swiggy_veg_flag,swiggy_match_confidence,zomato_ov_rank,zomato_best_match,zomato_primary_cuisine,zomato_best_match_avg_price,zomato_match_confidence,swiggy_volume_price,zomato_rank_adjusted_price,raw_volume_customer_price,suggested_volume_customer_price,price_derivation_source,price_vs_pos_customer_diff,price_vs_pos_customer_diff_pct,price_action_read,execution_mapping_gate,swiggy_top_similar_items,zomato_top_similar_items,match_notes
96,13.7,HE-1199,Mutton Chops,Mutton Starters,dry_starter_kabab,230,219.05,Mutton Chops,300.0,Mutton Chops,295.0,2158,mutton chops,2,2,230.0,230.0,Coastal/Seafood,KEBAB,Biryani,starters & kebabs,,,HIGH,27,mutton seekh kebab,Mughlai,295.0,MEDIUM,795.0,295.0,663.84,649,swiggy_weighted_median_plus_zomato_rank_adjusted,419,1.8217,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"mutton chops @ 230 (rank 2158, score 1.00) | mutton chops @ 230 (rank 2159, score 1.00) | mutton chops dry @ 250 (rank 1740, score 0.99)","mutton seekh kebab @ 295 (rank 27, score 0.58) | mutton masala @ 335 (rank 13, score 0.41) | mutton nihari @ 455 (rank 40, score 0.41)",Exact/direct
97,13.52,HE-1204,Egg Biryani,Biryani & Rice,biryani,160,152.38,Egg Biryani,190.0,Egg Biryani,205.0,60,egg biryani,132,143,369.02,340.0,Biryani,BIRYANI,Biryani,non-veg biriyani,,,HIGH,49,egg biryani,Biryani,255.0,HIGH,340.0,255.0,307.7,299,swiggy_weighted_median_plus_zomato_rank_adjusted,139,0.8688,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"egg biryani @ 340 (rank 60, score 1.00) | egg biryani @ 215 (rank 942, score 1.00) | egg biryani @ 125 (rank 959, score 1.00)","egg biryani @ 255 (rank 49, score 1.00) | fish biryani @ 338 (rank 3, score 0.59) | prawns biryani @ 424 (rank 46, score 0.57)",Exact/direct
98,13.22,,Krispy Popcorn (L),Sides,dry_starter_kabab,230,219.05,,,,,74,popcorn chicken kebab,112,114,185.04,144.0,North Indian,NUGGETS,North Indian,empire classic dry,,,WEAK,27,popcorn chicken kebab,North Indian,144.0,WEAK,144.0,144.0,144.0,149,swiggy_weighted_median_plus_zomato_rank_adjusted,-81,-0.3522,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"popcorn chicken kebab @ 144 (rank 74, score 0.41) | popcorn chicken kebab @ 144 (rank 75, score 0.41) | crispy fried lollipop - half @ 269 (rank 786, score 0.25)","popcorn chicken kebab @ 144 (rank 27, score 0.41) | empire special chicken kebab @ 124 (rank 4, score 0.24)",Family/similar-market mapping; review before portal execution
99,13.22,,Krispy Popcorn (M),Sides,dry_starter_kabab,150,142.86,,,,,74,popcorn chicken kebab,112,114,185.04,144.0,North Indian,NUGGETS,North Indian,empire classic dry,,,WEAK,27,popcorn chicken kebab,North Indian,144.0,WEAK,144.0,144.0,144.0,149,swiggy_weighted_median_plus_zomato_rank_adjusted,-1,-0.0067,NEAR_POS_VOLUME_PRICE,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"popcorn chicken kebab @ 144 (rank 74, score 0.41) | popcorn chicken kebab @ 144 (rank 75, score 0.41) | madurai nenjucurry chops kulambu @ 389 (rank 2554, score 0.25)","popcorn chicken kebab @ 144 (rank 27, score 0.41) | empire special chicken kebab @ 124 (rank 4, score 0.24)",Family/similar-market mapping; review before portal execution
100,13.22,,Krispy Popcorn (S),Sides,dry_starter_kabab,80,76.19,,,,,74,popcorn chicken kebab,112,114,185.04,144.0,North Indian,NUGGETS,North Indian,empire classic dry,,,WEAK,27,popcorn chicken kebab,North Indian,144.0,WEAK,144.0,144.0,144.0,149,swiggy_weighted_median_plus_zomato_rank_adjusted,69,0.8625,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"popcorn chicken kebab @ 144 (rank 74, score 0.41) | popcorn chicken kebab @ 144 (rank 75, score 0.41) | kalmi kebab (4 pcs) @ 460 (rank 251, score 0.26)","popcorn chicken kebab @ 144 (rank 27, score 0.41) | empire special chicken kebab @ 124 (rank 4, score 0.24)",Family/similar-market mapping; review before portal execution
101,12.9,,Family Combo (8pcs FC + Fries + 4 Bun + Mayo + Soft Drinks),Combos,combo,699,665.71,,,,,365,chicken combo 8,25,37,488.4,330.0,North Indian,OTHER DRY STARTERS,Biryani,non veg combos,,,WEAK,13,bucket biryani combo [serves 2],Hyderabadi,749.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"chicken combo 8 @ 330 (rank 365, score 0.35) | chicken combo 4 @ 215 (rank 1484, score 0.35) | chicken combo 2 @ 275 (rank 162, score 0.34)","bucket biryani combo [serves 2] @ 749 (rank 13, score 0.33) | chicken biryani combo @ 291 (rank 30, score 0.30)",Family/similar-market mapping; review before portal execution
102,12.76,HE-1232,Gobi Masala,Vegetarian,chicken_gravy,160,152.38,Gobi Masala,160.0,Gobi Masala,205.0,2324,gobi masala,2,2,80.0,80.0,North Indian,CURRY,Biryani,veg gravy,,1.0,HIGH,13,mutton masala,Hyderabadi,335.0,WEAK,80.0,,80.0,79,swiggy_weighted_median_only,-81,-0.5062,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,PORTION_OR_OFFER_GATE_REQUIRED,"gobi masala @ 80 (rank 2324, score 1.00) | aloo gobi masala @ 250 (rank 2129, score 0.89) | masala @ 130 (rank 740, score 0.79)","mutton masala @ 335 (rank 13, score 0.34) | gobi manchurian @ 185 (rank 48, score 0.32) | masala dosa @ 107 (rank 41, score 0.29)",Exact/direct
103,12.47,HE-1159,Thethar Pepper Roast,Chicken Starters,other,320,304.76,Thethar Pepper Roast,170.0,Thethar Pepper Roast,405.0,1355,kerala mutton pepper roast,4,4,625.0,625.0,North Indian,OTHER DRY STARTERS,North Indian,non vegetarian starters,,,MEDIUM,23,pepper chicken,Biryani,270.0,LOW,425.0,241.0,368.41,369,swiggy_weighted_median_plus_zomato_rank_adjusted,49,0.1531,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"kerala mutton pepper roast @ 625 (rank 1355, score 0.63) | teetar pepper fry @ 160 (rank 1239, score 0.54) | veg pepper rasam @ 119 (rank 3102, score 0.50)","pepper chicken @ 270 (rank 23, score 0.45) | pepper chicken @ 241 (rank 50, score 0.45) | pepper chicken dry boneless @ 149 (rank 21, score 0.40)",Family/similar-market mapping; review before portal execution
104,11.98,,Duet Combo (2pcs FC + Fries + Bun + Mayo + 1 Soft Drink),Combos,combo,190,180.95,,,,,2682,veg combo 2,1,1,290.0,290.0,North Indian,CURRY,Biryani,veg combos,,1.0,WEAK,13,bucket biryani combo [serves 2],Hyderabadi,749.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"veg combo 2 @ 290 (rank 2682, score 0.37) | chicken combo 2 @ 275 (rank 162, score 0.36) | chicken combo 1 @ 245 (rank 576, score 0.36)","bucket biryani combo [serves 2] @ 749 (rank 13, score 0.35) | chicken biryani combo @ 291 (rank 30, score 0.29)",Family/similar-market mapping; review before portal execution
105,11.81,,Regular Combo (4pcs FC + Fries + 2 Bun + Mayo + Soft Drinks),Combos,combo,370,352.38,,,,,2682,veg combo 2,1,1,290.0,290.0,North Indian,CURRY,Biryani,veg combos,,1.0,WEAK,13,bucket biryani combo [serves 2],Hyderabadi,749.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"veg combo 2 @ 290 (rank 2682, score 0.38) | veg combo 3 @ 270 (rank 1364, score 0.36) | chicken combo 2 @ 275 (rank 162, score 0.36)","bucket biryani combo [serves 2] @ 749 (rank 13, score 0.34) | chicken biryani combo @ 291 (rank 30, score 0.30) | ghee rice butter chicken combo & chicken manchurian dry @ 249 (rank 45, score 0.25)",Family/similar-market mapping; review before portal execution
106,11.43,,Water 500ml,Bane Marie,other,10,9.52,,,,,1804,water melon,3,4,160.0,120.0,South Indian,JUICE,North Indian,fresh fruit juice,,1.0,MEDIUM,13,sprite [750 ml] [hbh],Hyderabadi,60.0,WEAK,9.53,,9.53,29,swiggy_weighted_median_only,19,1.9,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"water melon @ 120 (rank 1804, score 0.60) | rasam 500ml @ 50 (rank 1079, score 0.57) | 500 ml water bottle @ 9 (rank 58, score 0.50)","sprite [750 ml] [hbh] @ 60 (rank 13, score 0.31) | milagu rasam - 450 ml @ 127 (rank 13, score 0.30) | coke [750 ml] [hbh] @ 60 (rank 3, score 0.30)",Family/similar-market mapping; review before portal execution
107,11.19,HE-1231,Mixed Veg Curry,Vegetarian,veg_gravy,200,190.48,Mixed Veg Curry,200.0,,,1741,mixed veg curry,3,3,250.0,250.0,South Indian,CURRY,North Indian,main course,,1.0,HIGH,17,spl veg biryani,Biryani,326.0,WEAK,250.0,,250.0,249,swiggy_weighted_median_only,49,0.245,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"mixed veg curry @ 250 (rank 1741, score 1.00) | mix veg curry @ 325 (rank 2627, score 0.84) | veg hyderabadi curry @ 320 (rank 924, score 0.69)","spl veg biryani @ 326 (rank 17, score 0.31) | dal fry @ 154 (rank 19, score 0.27) | dal fry @ 153 (rank 47, score 0.27)",Exact/direct
108,11.16,,Cold drink - 500ml,Bane Marie,other,42,40.0,,,,,1079,rasam 500ml,7,9,64.29,50.0,South Indian,RASAM,North Indian,car parking,,1.0,LOW,13,milagu rasam - 450 ml,Hyderabadi,127.0,WEAK,50.0,,50.0,49,swiggy_weighted_median_only,7,0.1667,NEAR_POS_VOLUME_PRICE,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"rasam 500ml @ 50 (rank 1079, score 0.49) | cold badam milk @ 95 (rank 3151, score 0.45) | cold coffee @ 133 (rank 2275, score 0.44)","milagu rasam - 450 ml @ 127 (rank 13, score 0.29) | coke [750 ml] [hbh] @ 60 (rank 3, score 0.29) | sprite [750 ml] [hbh] @ 60 (rank 13, score 0.28)",Family/similar-market mapping; review before portal execution
109,11.11,,Party Combo (12pcs FC + Fries + 6 Bun + Mayo + Soft Drinks),Combos,combo,999,951.43,,,,,2805,paneer tikka bun kabab combo,1,1,245.0,245.0,,KEBAB,North Indian,canteen corner- street combos,,1.0,WEAK,13,bucket biryani combo [serves 2],Hyderabadi,749.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"paneer tikka bun kabab combo @ 245 (rank 2805, score 0.35) | paneer tikka bun kabab combo @ 245 (rank 2806, score 0.35) | veg combo 2 @ 290 (rank 2682, score 0.35)","bucket biryani combo [serves 2] @ 749 (rank 13, score 0.32) | chicken biryani combo @ 291 (rank 30, score 0.29)",Family/similar-market mapping; review before portal execution
110,10.8,HE-1140,American Chops,Chinese Starters,dry_starter_kabab,270,257.14,American Chops,270.0,American Chops,345.0,2158,mutton chops,2,2,230.0,230.0,Coastal/Seafood,KEBAB,Biryani,starters & kebabs,,,LOW,4,kalmi kabab,Mughlai,64.0,WEAK,479.0,,479.0,479,swiggy_weighted_median_only,209,0.7741,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"mutton chops @ 230 (rank 2158, score 0.56) | mutton chops @ 230 (rank 2159, score 0.56) | arcot mutton chops @ 795 (rank 597, score 0.51)","kalmi kabab @ 64 (rank 4, score 0.24) | kalmi kebab @ 188 (rank 45, score 0.24)",Family/similar-market mapping; review before portal execution
111,10.56,HE-1207,Plain Rice,Biryani & Rice,other,50,47.62,Plain Rice,55.0,Plain Rice,65.0,1070,plain rice,7,8,108.57,95.0,North Indian,OTHER RICE VARIETIES,Biryani,rice and biryani,,1.0,HIGH,34,curd rice,North Indian,140.0,LOW,95.0,142.0,106.44,99,swiggy_weighted_median_plus_zomato_rank_adjusted,49,0.98,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"plain rice @ 95 (rank 1070, score 1.00) | plain rice @ 200 (rank 1461, score 1.00) | plain rice @ 295 (rank 1704, score 1.00)","curd rice @ 140 (rank 34, score 0.53) | curd rice @ 142 (rank 38, score 0.53) | extra mandi rice @ 269 (rank 48, score 0.50)",Exact/direct
112,10.36,,Veg Kofta,Vegetarian,other,220,209.52,Veg Kofta,220.0,,,1127,veg kofta,6,6,310.0,310.0,North Indian,CURRY,North Indian,north indian,,1.0,HIGH,36,veg noodles,Mughlai,127.0,MEDIUM,310.0,221.0,286.22,289,swiggy_weighted_median_plus_zomato_rank_adjusted,69,0.3136,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"veg kofta @ 310 (rank 1127, score 1.00) | veg malai kofta @ 270 (rank 1719, score 0.95) | veg pakoda @ 220 (rank 2860, score 0.68)","veg noodles @ 127 (rank 36, score 0.59) | non veg thali @ 221 (rank 25, score 0.58) | non veg joy box @ 260 (rank 24, score 0.52)",Exact/direct
113,10.28,,Cold drink - 250ml,Bane Marie,other,21,20.0,,,,,3151,cold badam milk,1,1,95.0,95.0,North Indian,MILK,North Indian,milk shakes,,1.0,LOW,13,milagu rasam - 450 ml,Hyderabadi,127.0,WEAK,133.0,,133.0,129,swiggy_weighted_median_only,108,5.1429,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"cold badam milk @ 95 (rank 3151, score 0.45) | cold coffee @ 133 (rank 2275, score 0.44) | badam cold @ 144 (rank 2694, score 0.41)","milagu rasam - 450 ml @ 127 (rank 13, score 0.29) | coke [750 ml] [hbh] @ 60 (rank 3, score 0.29) | sprite [750 ml] [hbh] @ 60 (rank 13, score 0.28)",Family/similar-market mapping; review before portal execution
114,10.16,HE-1244,Mix Noodles,Noodles,other,240,228.57,Mix Noodles.,240.0,,,659,egg noodles,13,13,120.0,120.0,North Indian,NOODLES,Biryani,noodles,,2.0,MEDIUM,36,veg noodles,Mughlai,127.0,MEDIUM,120.0,165.0,137.1,129,swiggy_weighted_median_plus_zomato_rank_adjusted,-111,-0.4625,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,PORTION_OR_OFFER_GATE_REQUIRED,"egg noodles @ 120 (rank 659, score 0.60) | veg noodles @ 115 (rank 882, score 0.60) | veg noodles @ 160 (rank 1050, score 0.60)","veg noodles @ 127 (rank 36, score 0.60) | chicken noodles @ 216 (rank 18, score 0.59) | chicken noodles @ 165 (rank 34, score 0.59)",Family/similar-market mapping; review before portal execution
115,10.09,HE-1160,Hamza Special,Chicken Curry,other,220,209.52,Hamza Special,220.0,Mutton Hamza Special,305.0,2787,mutton hamza special,1,1,250.0,250.0,Coastal/Seafood,CURRY,Biryani,mutton special,,,HIGH,13,special mutton haleem,Hyderabadi,299.0,WEAK,250.0,,250.0,249,swiggy_weighted_median_only,29,0.1318,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"mutton hamza special @ 250 (rank 2787, score 0.82) | meghana special lassi @ 150 (rank 397, score 0.37) | chicken special @ 220 (rank 647, score 0.36)","special mutton haleem @ 299 (rank 13, score 0.28) | special chicken kushka @ 249 (rank 13, score 0.27) | khamiri @ 50 (rank 22, score 0.27)",Exact/direct
116,9.82,,Chicken Tikka Roll,Bane Marie,roll_shawarma,100,95.24,Chicken Roll,115.0,Chicken Roll,115.0,2592,chicken tikka & egg roll,1,1,345.0,345.0,,TIKKA,North Indian,canteen corner- street combos,,,HIGH,41,chicken tikka roll,Mughlai,255.0,HIGH,130.0,137.0,132.66,129,swiggy_weighted_median_plus_zomato_rank_adjusted,29,0.29,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chicken tikka & egg roll @ 345 (rank 2592, score 1.00) | chicken tikka & egg roll @ 345 (rank 2594, score 1.00) | chicken roll @ 130 (rank 71, score 0.96)","chicken tikka roll @ 255 (rank 41, score 1.00) | chicken roll @ 137 (rank 15, score 0.96) | chicken roll @ 83 (rank 17, score 0.96)",Exact/direct
117,9.51,HE-1141,Haryali Tikka,Tandoori Starters,dry_starter_tikka,240,228.57,Haryali Tikka,265.0,,,1500,hariyali tikka,4,4,180.0,180.0,North Indian,TIKKA,Biryani,tandoori,,,HIGH,42,boneless hariyali tikka,Mughlai,192.0,HIGH,320.0,192.0,273.14,269,swiggy_weighted_median_plus_zomato_rank_adjusted,29,0.1208,NEAR_POS_VOLUME_PRICE,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"hariyali tikka @ 180 (rank 1500, score 1.00) | paneer hariyali tikka @ 320 (rank 1124, score 0.96) | hariyali chicken tikka (8 pcs) @ 389 (rank 1978, score 0.91)","boneless hariyali tikka @ 192 (rank 42, score 0.94) | chicken tikka @ 295 (rank 13, score 0.64) | chicken malai tikka @ 390 (rank 31, score 0.61)",Exact/direct
118,9.44,HE-1148,Chicken Hyderabadi Gravy,Chicken Curry,chicken_gravy,210,200.0,Chicken Hyderabadi Gravy,225.0,Hyderabadi Chicken,270.0,1721,hyderabadi chicken boneless gravy,3,3,269.67,179.0,North Indian,CURRY,North Indian,empire special non veg gravies,,,HIGH,38,boneless hyderabadi chicken,Mughlai,366.0,MEDIUM,200.0,281.0,225.76,219,swiggy_weighted_median_plus_zomato_rank_adjusted,9,0.0429,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"hyderabadi chicken boneless gravy @ 179 (rank 1721, score 0.90) | hyderabadi chicken @ 200 (rank 409, score 0.86) | hyderabadi chicken @ 225 (rank 433, score 0.86)","boneless hyderabadi chicken @ 366 (rank 38, score 0.69) | chicken korma @ 270 (rank 47, score 0.58) | chicken jahangiri @ 400 (rank 36, score 0.58)",Exact/direct
119,9.44,,Malai Kofta,Vegetarian,other,240,228.57,Malai Kofta,240.0,Malai Kofta,305.0,923,malai kofta,8,8,310.0,310.0,North Indian,CURRY,North Indian,north indian,,1.0,HIGH,27,raita,Biryani,26.0,WEAK,467.0,,467.0,459,swiggy_weighted_median_only,219,0.9125,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"malai kofta @ 310 (rank 923, score 1.00) | malai kofta @ 400 (rank 1230, score 1.00) | malai kofta @ 350 (rank 1940, score 1.00)","raita @ 26 (rank 27, score 0.31) | hariyali tangdi @ 165 (rank 10, score 0.30) | mutton haleem (gosht) @ 379 (rank 36, score 0.27)",Exact/direct
120,9.09,HE-1190,Mutton Hamza Special,Mutton Curry,other,240,228.57,Mutton Hamza Special,250.0,Mutton Hamza Special,305.0,2787,mutton hamza special,1,1,250.0,250.0,Coastal/Seafood,CURRY,Biryani,mutton special,,,HIGH,36,mutton haleem (gosht),Biryani,379.0,MEDIUM,250.0,299.0,263.36,269,swiggy_weighted_median_plus_zomato_rank_adjusted,29,0.1208,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"mutton hamza special @ 250 (rank 2787, score 1.00) | mutton shalimar @ 295 (rank 2674, score 0.64) | mutton chilli @ 250 (rank 1737, score 0.64)","mutton haleem (gosht) @ 379 (rank 36, score 0.61) | mutton burra @ 475 (rank 47, score 0.59) | special mutton haleem @ 299 (rank 13, score 0.59)",Exact/direct
121,9.04,,Test product,Indian,other,1,1.0,,,,,1875,wheat parota,3,4,29.33,22.0,North Indian,PAROTTA,Biryani,roti,,1.0,WEAK,13,dried papad,Hyderabadi,35.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"wheat parota @ 22 (rank 1875, score 0.34) | stuff parota @ 95 (rank 2331, score 0.34) | stuff parota @ 95 (rank 2333, score 0.34)","dried papad @ 35 (rank 13, score 0.25) | mutton burra @ 475 (rank 47, score 0.25)",Family/similar-market mapping; review before portal execution
122,8.65,,Test product 2,Indian,other,1,1.0,,,,,1875,wheat parota,3,4,29.33,22.0,North Indian,PAROTTA,Biryani,roti,,1.0,WEAK,13,dried papad,Hyderabadi,35.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"wheat parota @ 22 (rank 1875, score 0.32) | stuff parota @ 95 (rank 2331, score 0.32) | stuff parota @ 95 (rank 2333, score 0.32)","dried papad @ 35 (rank 13, score 0.24)",Family/similar-market mapping; review before portal execution
123,8.52,HE-1242,Prawns Noodles,Noodles,other,230,219.05,Prawns Noodles,230.0,Prawns Noodles,295.0,3005,prawns noodles,1,1,160.0,160.0,North Indian,NOODLES,Biryani,noodles,,,HIGH,36,veg noodles,Mughlai,127.0,LOW,160.0,216.0,174.46,179,swiggy_weighted_median_plus_zomato_rank_adjusted,-51,-0.2217,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,PORTION_OR_OFFER_GATE_REQUIRED,"prawns noodles @ 160 (rank 3005, score 1.00) | peking noodles @ 280 (rank 2703, score 0.60) | mutton noodles @ 180 (rank 1502, score 0.57)","veg noodles @ 127 (rank 36, score 0.57) | chicken noodles @ 216 (rank 18, score 0.56) | chicken noodles @ 165 (rank 34, score 0.56)",Exact/direct
124,8.17,HE-CM05-3,[HE-CM05-3] CM5 For Three — Rice+BC+Naan,Indian,combo,529,503.81,,,,,293,kadhi with rice,33,33,200.0,200.0,Chaat/Street Food/Mithai,CURRY,North Indian,natraj specials,,1.0,WEAK,24,ghee rice butter chicken combo,North Indian,186.0,WEAK,200.0,,200.0,199,swiggy_weighted_median_only,-330,-0.6238,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"kadhi with rice @ 200 (rank 293, score 0.38) | chilli chicken with gee rice @ 200 (rank 2909, score 0.35) | keema with zaatar naan @ 369 (rank 1237, score 0.34)","ghee rice butter chicken combo @ 186 (rank 24, score 0.25)",Family/similar-market mapping; review before portal execution
125,7.93,HE-CM05-2,[HE-CM05-2] CM5 For Two — Rice+BC+Naan,Indian,combo,359,341.9,,,,,293,kadhi with rice,33,33,200.0,200.0,Chaat/Street Food/Mithai,CURRY,North Indian,natraj specials,,1.0,WEAK,24,ghee rice butter chicken combo,North Indian,186.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"kadhi with rice @ 200 (rank 293, score 0.37) | plain white rice with rasam @ 99 (rank 704, score 0.33) | veg stew rice with mushroom @ 280 (rank 2711, score 0.33)","ghee rice butter chicken combo @ 186 (rank 24, score 0.24)",Family/similar-market mapping; review before portal execution
126,7.9,,Paneer Roll,Rolls,roll_shawarma,90,85.71,Paneer Roll,115.0,Paneer Roll,115.0,619,paneer roll,14,18,167.14,130.0,North Indian,ROLL,Biryani,rolls,,1.0,HIGH,43,karim roll,Mughlai,295.0,LOW,130.0,105.0,123.46,119,swiggy_weighted_median_plus_zomato_rank_adjusted,29,0.3222,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"paneer roll @ 130 (rank 619, score 1.00) | paneer roll @ 80 (rank 2323, score 1.00) | paneer roll @ 410 (rank 2524, score 1.00)","karim roll @ 295 (rank 43, score 0.58) | shawarma roll @ 105 (rank 19, score 0.55) | nizam roll @ 83 (rank 7, score 0.54)",Exact/direct
127,7.85,HE-CM05-1,[HE-CM05-1] CM5 For You — Rice+BC+Naan,Indian,combo,189,180.0,,,,,293,kadhi with rice,33,33,200.0,200.0,Chaat/Street Food/Mithai,CURRY,North Indian,natraj specials,,1.0,WEAK,24,ghee rice butter chicken combo,North Indian,186.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"kadhi with rice @ 200 (rank 293, score 0.36) | pepper chicken with biryani rice @ 220 (rank 1481, score 0.33) | plain white rice with rasam @ 99 (rank 704, score 0.33)","ghee rice butter chicken combo @ 186 (rank 24, score 0.24)",Family/similar-market mapping; review before portal execution
128,7.66,,Delivery Charges,,other,,0.0,,,,,2638,paneer achari,1,1,320.0,320.0,North Indian,OTHERS,North Indian,north indian,,1.0,WEAK,23,pepper chicken,Biryani,270.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"paneer achari @ 320 (rank 2638, score 0.33) | dry chapati @ 32 (rank 627, score 0.32) | fiery chicken wings @ 184 (rank 498, score 0.32)","pepper chicken @ 270 (rank 23, score 0.30) | pepper chicken @ 241 (rank 50, score 0.30) | andar bahar @ 165 (rank 32, score 0.29)",Family/similar-market mapping; review before portal execution
129,7.64,,Loaded Fries,Sides,other,190,180.95,,,,,782,chicken loaded french fries,10,11,273.9,249.0,Arabic/Middleeast/Mediterranean,FRIES,Biryani,wings & fries,,,MEDIUM,32,broasted chicken.,Mughlai,275.0,WEAK,249.0,,249.0,249,swiggy_weighted_median_only,59,0.3105,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chicken loaded french fries @ 249 (rank 782, score 0.76) | french fries @ 135 (rank 1527, score 0.55) | cheesy fries @ 159 (rank 2250, score 0.55)","broasted chicken. @ 275 (rank 32, score 0.31) | curd rice @ 140 (rank 34, score 0.30) | curd rice @ 142 (rank 38, score 0.30)",Family/similar-market mapping; review before portal execution
